z,G,ILambda_0_0,ILambda_1_0,a
-0.6,0,0,0,0.0416666666667
-0.593969849246,155095.49564,7.26932027367,7.26932027367,0.0416666666667
-0.587939698492,310190.99128,14.5386405473,14.5386405473,0.0416666666667
-0.581909547739,465286.48692,21.807960821,21.807960821,0.0416666666667
-0.575879396985,620381.98256,29.0772810947,29.0772810947,0.0416666666667
-0.569849246231,775477.4782,36.3466013683,36.3466013683,0.0416666666667
-0.563819095477,930572.973841,43.615921642,43.615921642,0.0416666666667
-0.557788944724,1085668.46948,50.8852419157,50.8852419157,0.0416666666667
-0.55175879397,1240763.96512,58.1545621893,58.1545621893,0.0416666666667
-0.545728643216,1177397.79861,63.6985945091,63.6985945091,0.0416666666667
-0.539698492462,1024076.83003,68.5322141419,68.5322141419,0.0416666666667
-0.533668341709,870755.861452,73.3658337748,73.3658337748,0.0416666666667
-0.527638190955,717434.892875,78.1994534076,78.1994534076,0.0416666666667
-0.521608040201,564113.924298,83.0330730404,83.0330730404,0.0416666666667
-0.515577889447,410792.955721,87.8666926733,87.8666926733,0.0416666666667
-0.509547738693,257471.987143,92.7003123061,92.7003123061,0.0416666666667
-0.50351758794,104151.018566,97.5339319389,97.5339319389,0.0416666666667
-0.497487437186,14717.5757378,102.363064492,102.363064492,0.0416666666667
-0.491457286432,14726.6689582,107.185915134,107.185915134,0.0416666666667
-0.485427135678,14735.7621787,112.008765776,112.008765776,0.0416666666667
-0.479396984925,14744.8553991,116.831616417,116.831616417,0.0416666666667
-0.473366834171,14753.9486195,121.654467059,121.654467059,0.0416666666667
-0.467336683417,14763.0418399,126.477317701,126.477317701,0.0416666666667
-0.461306532663,14772.1350603,131.300168342,131.300168342,0.0416666666667
-0.45527638191,14781.2282808,136.123018984,136.123018984,0.0416666666667
-0.449246231156,14790.2016641,140.944526501,140.944526501,0.0416666666667
-0.443216080402,14798.3361879,145.756632144,145.756632144,0.0416666666667
-0.437185929648,14806.4707118,150.568737787,150.568737787,0.0416666666667
-0.431155778894,14814.6052356,155.380843431,155.380843431,0.0416666666667
-0.425125628141,14822.7397594,160.192949074,160.192949074,0.0416666666667
-0.419095477387,14830.8742832,165.005054717,165.005054717,0.0416666666667
-0.413065326633,14839.008807,169.81716036,169.81716036,0.0416666666667
-0.407035175879,14847.1433309,174.629266003,174.629266003,0.0416666666667
-0.401005025126,14855.2778547,179.441371647,179.441371647,0.0416666666667
-0.394974874372,14862.6138857,184.244543074,184.244543074,0.0416666666667
-0.388944723618,14869.7902183,189.045927658,189.045927658,0.0416666666667
-0.382914572864,14876.9665508,193.847312241,193.847312241,0.0416666666667
-0.376884422111,14884.1428833,198.648696825,198.648696825,0.0416666666667
-0.370854271357,14891.3192158,203.450081409,203.450081409,0.0416666666667
-0.364824120603,14898.4955483,208.251465993,208.251465993,0.0416666666667
-0.358793969849,14905.6718809,213.052850577,213.052850577,0.0416666666667
-0.352763819095,14912.8482134,217.854235161,217.854235161,0.0416666666667
-0.346733668342,14919.5057671,222.649825442,222.649825442,0.0416666666667
-0.340703517588,14925.7243541,227.440512853,227.440512853,0.0416666666667
-0.334673366834,14931.9429411,232.231200263,232.231200263,0.0416666666667
-0.32864321608,14938.1615281,237.021887673,237.021887673,0.0416666666667
-0.322613065327,14944.3801151,241.812575084,241.812575084,0.0416666666667
