z,G,ILambda_0_0,ILambda_1_0,a
-0.6,0,0,0,0.833333333333
-0.593969849246,23632.8096172,140.910846235,140.910846235,0.833333333333
-0.587939698492,47265.6192343,281.82169247,281.82169247,0.833333333333
-0.581909547739,70898.4288515,422.732538706,422.732538706,0.833333333333
-0.575879396985,94531.2384686,563.643384941,563.643384941,0.833333333333
-0.569849246231,118164.048086,704.554231176,704.554231176,0.833333333333
-0.563819095477,141796.857703,845.465077411,845.465077411,0.833333333333
-0.557788944724,165429.66732,986.375923647,986.375923647,0.833333333333
-0.55175879397,189062.476937,1127.28676988,1127.28676988,0.833333333333
-0.545728643216,212695.286554,1268.19761612,1268.19761612,0.833333333333
-0.539698492462,236328.096172,1409.10846235,1409.10846235,0.833333333333
-0.533668341709,259960.905789,1550.01930859,1550.01930859,0.833333333333
-0.527638190955,283593.715406,1690.93015482,1690.93015482,0.833333333333
-0.521608040201,307226.525023,1831.84100106,1831.84100106,0.833333333333
-0.515577889447,330859.33464,1972.75184729,1972.75184729,0.833333333333
-0.509547738693,354492.144257,2113.66269353,2113.66269353,0.833333333333
-0.50351758794,378124.953874,2254.57353976,2254.57353976,0.833333333333
-0.497487437186,385373.332488,2371.88707748,2371.88707748,0.833333333333
-0.491457286432,369683.507696,2456.16438326,2456.16438326,0.833333333333
-0.485427135678,353993.682905,2540.44168904,2540.44168904,0.833333333333
-0.479396984925,338303.858113,2624.71899482,2624.71899482,0.833333333333
-0.473366834171,322614.033321,2708.9963006,2708.9963006,0.833333333333
-0.467336683417,306924.208529,2793.27360638,2793.27360638,0.833333333333
-0.461306532663,291234.383738,2877.55091216,2877.55091216,0.833333333333
-0.45527638191,275544.558946,2961.82821794,2961.82821794,0.833333333333
-0.449246231156,259854.734154,3046.10552372,3046.10552372,0.833333333333
-0.443216080402,244164.909363,3130.3828295,3130.3828295,0.833333333333
-0.437185929648,228475.084571,3214.66013528,3214.66013528,0.833333333333
-0.431155778894,212785.259779,3298.93744106,3298.93744106,0.833333333333
-0.425125628141,197095.434988,3383.21474684,3383.21474684,0.833333333333
-0.419095477387,181405.610196,3467.49205262,3467.49205262,0.833333333333
-0.413065326633,165715.785404,3551.76935841,3551.76935841,0.833333333333
-0.407035175879,150025.960613,3636.04666419,3636.04666419,0.833333333333
-0.401005025126,134336.135821,3720.32396997,3720.32396997,0.833333333333
-0.394974874372,132129.438959,3798.35442591,3798.35442591,0.833333333333
-0.388944723618,132619.367683,3875.13551188,3875.13551188,0.833333333333
-0.382914572864,133109.296407,3951.91659786,3951.91659786,0.833333333333
-0.376884422111,133599.22513,4028.69768384,4028.69768384,0.833333333333
-0.370854271357,134089.153854,4105.47876981,4105.47876981,0.833333333333
-0.364824120603,134579.082578,4182.25985579,4182.25985579,0.833333333333
-0.358793969849,135069.011302,4259.04094176,4259.04094176,0.833333333333
-0.352763819095,135558.940026,4335.82202774,4335.82202774,0.833333333333
-0.346733668342,136048.86875,4412.60311371,4412.60311371,0.833333333333
-0.340703517588,136538.797473,4489.38419969,4489.38419969,0.833333333333
-0.334673366834,137028.726197,4566.16528566,4566.16528566,0.833333333333
-0.32864321608,137518.654921,4642.94637164,4642.94637164,0.833333333333
-0.322613065327,138008.583645,4719.72745762,4719.72745762,0.833333333333
-0.316582914573,138498.512369,4796.50854359,4796.50854359,0.833333333333
-0.310552763819,138988.441093,4873.28962957,4873.28962957,0.833333333333
-0.304522613065,139478.369816,4950.07071554,4950.07071554,0.833333333333
-0.298492462312,139929.982764,5025.14443827,5025.14443827,0.833333333333
-0.292462311558,140266.648383,5095.09607126,5095.09607126,0.833333333333
-0.286432160804,140603.314003,5165.04770426,5165.04770426,0.833333333333
-0.28040201005,140939.979622,5234.99933725,5234.99933725,0.833333333333
-0.274371859296,141276.645241,5304.95097024,5304.95097024,0.833333333333
-0.268341708543,141613.310861,5374.90260323,5374.90260323,0.833333333333
-0.262311557789,141949.97648,5444.85423623,5444.85423623,0.833333333333
-0.256281407035,142286.642099,5514.80586922,5514.80586922,0.833333333333
-0.250251256281,142623.307719,5584.75750221,5584.75750221,0.833333333333
-0.244221105528,142959.973338,5654.70913521,5654.70913521,0.833333333333
-0.238190954774,143296.638957,5724.6607682,5724.6607682,0.833333333333
-0.23216080402,143633.304577,5794.61240119,5794.61240119,0.833333333333
-0.226130653266,143969.970196,5864.56403418,5864.56403418,0.833333333333
-0.220100502513,144306.635815,5934.51566718,5934.51566718,0.833333333333
-0.214070351759,144643.301435,6004.46730017,6004.46730017,0.833333333333
-0.208040201005,144979.967054,6074.41893316,6074.41893316,0.833333333333
-0.202010050251,145316.632673,6144.37056615,6144.37056615,0.833333333333
-0.195979899497,145560.054409,6210.17420373,6210.17420373,0.833333333333
-0.189949748744,145756.854202,6273.90384361,6273.90384361,0.833333333333
-0.18391959799,145953.653996,6337.63348348,6337.63348348,0.833333333333
-0.177889447236,146150.45379,6401.36312336,6401.36312336,0.833333333333
-0.171859296482,146347.253583,6465.09276323,6465.09276323,0.833333333333
-0.165829145729,146544.053377,6528.8224031,6528.8224031,0.833333333333
-0.159798994975,146740.85317,6592.55204298,6592.55204298,0.833333333333
-0.153768844221,146937.652964,6656.28168285,6656.28168285,0.833333333333
-0.147738693467,147134.452758,6720.01132273,6720.01132273,0.833333333333
-0.141708542714,147331.252551,6783.7409626,6783.7409626,0.833333333333
-0.13567839196,147528.052345,6847.47060247,6847.47060247,0.833333333333
-0.129648241206,147724.852138,6911.20024235,6911.20024235,0.833333333333
-0.123618090452,147921.651932,6974.92988222,6974.92988222,0.833333333333
-0.117587939698,148118.451726,7038.65952209,7038.65952209,0.833333333333
-0.111557788945,148315.251519,7102.38916197,7102.38916197,0.833333333333
-0.105527638191,148512.051313,7166.11880184,7166.11880184,0.833333333333
-0.0994974874372,148697.846505,7229.3760613,7229.3760613,0.833333333333
-0.0934673366834,148762.591077,7287.43713614,7287.43713614,0.833333333333
-0.0874371859296,148827.335649,7345.49821098,7345.49821098,0.833333333333
-0.0814070351759,148892.080221,7403.55928582,7403.55928582,0.833333333333
-0.0753768844221,148956.824793,7461.62036066,7461.62036066,0.833333333333
-0.0693467336683,149021.569366,7519.6814355,7519.6814355,0.833333333333
-0.0633165829146,149086.313938,7577.74251034,7577.74251034,0.833333333333
-0.0572864321608,149151.05851,7635.80358518,7635.80358518,0.833333333333
-0.051256281407,149215.803082,7693.86466003,7693.86466003,0.833333333333
-0.0452261306533,149280.547655,7751.92573487,7751.92573487,0.833333333333
-0.0391959798995,149345.292227,7809.98680971,7809.98680971,0.833333333333
-0.0331658291457,149410.036799,7868.04788455,7868.04788455,0.833333333333
-0.027135678392,149474.781371,7926.10895939,7926.10895939,0.833333333333
-0.0211055276382,149539.525944,7984.17003423,7984.17003423,0.833333333333
-0.0150753768844,149604.270516,8042.23110907,8042.23110907,0.833333333333
-0.00904522613065,149669.015088,8100.29218391,8100.29218391,0.833333333333
-0.00301507537688,149733.75966,8158.35325876,8158.35325876,0.833333333333
0.00301507537688,149733.75966,8213.83215222,8213.83215222,0.833333333333
0.00904522613065,149669.015088,8266.7288643,8266.7288643,0.833333333333
0.0150753768844,149604.270516,8319.62557639,8319.62557639,0.833333333333
0.0211055276382,149539.525944,8372.52228847,8372.52228847,0.833333333333
0.027135678392,149474.781371,8425.41900056,8425.41900056,0.833333333333
0.0331658291457,149410.036799,8478.31571265,8478.31571265,0.833333333333
0.0391959798995,149345.292227,8531.21242473,8531.21242473,0.833333333333
0.0452261306533,149280.547655,8584.10913682,8584.10913682,0.833333333333
0.051256281407,149215.803082,8637.0058489,8637.0058489,0.833333333333
0.0572864321608,149151.05851,8689.90256099,8689.90256099,0.833333333333
0.0633165829146,149086.313938,8742.79927307,8742.79927307,0.833333333333
0.0693467336683,149021.569366,8795.69598516,8795.69598516,0.833333333333
0.0753768844221,148956.824793,8848.59269724,8848.59269724,0.833333333333
0.0814070351759,148892.080221,8901.48940933,8901.48940933,0.833333333333
0.0874371859296,148827.335649,8954.38612141,8954.38612141,0.833333333333
0.0934673366834,148762.591077,9007.2828335,9007.2828335,0.833333333333
0.0994974874372,148697.846505,9060.17954559,9060.17954559,0.833333333333
0.105527638191,148512.051313,9108.76333386,9108.76333386,0.833333333333
0.111557788945,148315.251519,9156.95503815,9156.95503815,0.833333333333
0.117587939698,148118.451726,9205.14674243,9205.14674243,0.833333333333
0.123618090452,147921.651932,9253.33844672,9253.33844672,0.833333333333
0.129648241206,147724.852138,9301.53015101,9301.53015101,0.833333333333
0.13567839196,147528.052345,9349.7218553,9349.7218553,0.833333333333
0.141708542714,147331.252551,9397.91355959,9397.91355959,0.833333333333
0.147738693467,147134.452758,9446.10526388,9446.10526388,0.833333333333
0.153768844221,146937.652964,9494.29696817,9494.29696817,0.833333333333
0.159798994975,146740.85317,9542.48867246,9542.48867246,0.833333333333
0.165829145729,146544.053377,9590.68037675,9590.68037675,0.833333333333
0.171859296482,146347.253583,9638.87208104,9638.87208104,0.833333333333
0.177889447236,146150.45379,9687.06378532,9687.06378532,0.833333333333
0.18391959799,145953.653996,9735.25548961,9735.25548961,0.833333333333
