z,G,ILambda_0_0,ILambda_1_0,a
-0.6,0,0,0,0.833333333333
-0.593969849246,7979.03428593,117.468793331,117.468793331,0.833333333333
-0.587939698492,15958.0685719,234.937586662,234.937586662,0.833333333333
-0.581909547739,23937.1028578,352.406379993,352.406379993,0.833333333333
-0.575879396985,31916.1371437,469.875173323,469.875173323,0.833333333333
-0.569849246231,39895.1714296,587.343966654,587.343966654,0.833333333333
-0.563819095477,47874.2057156,704.812759985,704.812759985,0.833333333333
-0.557788944724,55853.2400015,822.281553316,822.281553316,0.833333333333
-0.55175879397,63832.2742874,939.750346647,939.750346647,0.833333333333
-0.545728643216,71811.3085733,1057.21913998,1057.21913998,0.833333333333
-0.539698492462,79790.3428593,1174.68793331,1174.68793331,0.833333333333
-0.533668341709,87769.3771452,1292.15672664,1292.15672664,0.833333333333
-0.527638190955,95748.4114311,1409.62551997,1409.62551997,0.833333333333
-0.521608040201,103727.445717,1527.0943133,1527.0943133,0.833333333333
-0.515577889447,111706.480003,1644.56310663,1644.56310663,0.833333333333
-0.509547738693,119685.514289,1762.03189996,1762.03189996,0.833333333333
-0.50351758794,127664.548575,1879.50069329,1879.50069329,0.833333333333
-0.497487437186,135643.582861,1996.96948662,1996.96948662,0.833333333333
-0.491457286432,143622.617147,2114.43827996,2114.43827996,0.833333333333
-0.485427135678,151601.651433,2231.90707329,2231.90707329,0.833333333333
-0.479396984925,159580.685719,2349.37586662,2349.37586662,0.833333333333
-0.473366834171,167559.720004,2466.84465995,2466.84465995,0.833333333333
-0.467336683417,175538.75429,2584.31345328,2584.31345328,0.833333333333
-0.461306532663,183517.788576,2701.78224661,2701.78224661,0.833333333333
-0.45527638191,191496.822862,2819.25103994,2819.25103994,0.833333333333
-0.449246231156,199475.857148,2936.71983327,2936.71983327,0.833333333333
-0.443216080402,207454.891434,3054.1886266,3054.1886266,0.833333333333
-0.437185929648,215433.92572,3171.65741993,3171.65741993,0.833333333333
-0.431155778894,223412.960006,3289.12621326,3289.12621326,0.833333333333
-0.425125628141,231391.994292,3406.5950066,3406.5950066,0.833333333333
-0.419095477387,239371.028578,3524.06379993,3524.06379993,0.833333333333
-0.413065326633,247350.062864,3641.53259326,3641.53259326,0.833333333333
-0.407035175879,255329.09715,3759.00138659,3759.00138659,0.833333333333
-0.401005025126,263308.131436,3876.47017992,3876.47017992,0.833333333333
-0.394974874372,261692.22147,3949.94487603,3949.94487603,0.833333333333
-0.388944723618,258157.322655,4014.62075269,4014.62075269,0.833333333333
-0.382914572864,254622.423839,4079.29662936,4079.29662936,0.833333333333
-0.376884422111,251087.525024,4143.97250602,4143.97250602,0.833333333333
-0.370854271357,247552.626208,4208.64838269,4208.64838269,0.833333333333
-0.364824120603,244017.727393,4273.32425935,4273.32425935,0.833333333333
-0.358793969849,240482.828577,4338.00013602,4338.00013602,0.833333333333
-0.352763819095,236947.929761,4402.67601268,4402.67601268,0.833333333333
-0.346733668342,233413.030946,4467.35188935,4467.35188935,0.833333333333
-0.340703517588,229878.13213,4532.02776601,4532.02776601,0.833333333333
-0.334673366834,226343.233315,4596.70364268,4596.70364268,0.833333333333
-0.32864321608,222808.334499,4661.37951934,4661.37951934,0.833333333333
-0.322613065327,219273.435684,4726.05539601,4726.05539601,0.833333333333
-0.316582914573,215738.536868,4790.73127267,4790.73127267,0.833333333333
-0.310552763819,212203.638052,4855.40714934,4855.40714934,0.833333333333
-0.304522613065,208668.739237,4920.083026,4920.083026,0.833333333333
-0.298492462312,205133.840421,4984.75890267,4984.75890267,0.833333333333
-0.292462311558,201598.941606,5049.43477933,5049.43477933,0.833333333333
-0.286432160804,198064.04279,5114.110656,5114.110656,0.833333333333
-0.28040201005,194529.143975,5178.78653266,5178.78653266,0.833333333333
-0.274371859296,190994.245159,5243.46240933,5243.46240933,0.833333333333
-0.268341708543,187459.346344,5308.13828599,5308.13828599,0.833333333333
-0.262311557789,183924.447528,5372.81416266,5372.81416266,0.833333333333
-0.256281407035,180389.548712,5437.49003932,5437.49003932,0.833333333333
-0.250251256281,176854.649897,5502.16591599,5502.16591599,0.833333333333
-0.244221105528,173319.751081,5566.84179265,5566.84179265,0.833333333333
