z,G,ILambda_0_0,ILambda_1_0,a
-0.6,0,0,0,8.33333333333e-05
-0.593969849246,10257.6266393,0.0272090485357,0.0272090485357,8.33333333333e-05
-0.587939698492,20515.2532787,0.0544180970714,0.0544180970714,8.33333333333e-05
-0.581909547739,30772.879918,0.0816271456072,0.0816271456072,8.33333333333e-05
-0.575879396985,41030.5065574,0.108836194143,0.108836194143,8.33333333333e-05
-0.569849246231,51288.1331967,0.136045242679,0.136045242679,8.33333333333e-05
-0.563819095477,61545.7598361,0.163254291214,0.163254291214,8.33333333333e-05
-0.557788944724,71803.3864754,0.19046333975,0.19046333975,8.33333333333e-05
-0.55175879397,82061.0131147,0.217672388286,0.217672388286,8.33333333333e-05
-0.545728643216,92318.6397541,0.244881436822,0.244881436822,8.33333333333e-05
-0.539698492462,102576.266393,0.272090485357,0.272090485357,8.33333333333e-05
-0.533668341709,112833.893033,0.299299533893,0.299299533893,8.33333333333e-05
-0.527638190955,123091.519672,0.326508582429,0.326508582429,8.33333333333e-05
-0.521608040201,133349.146311,0.353717630964,0.353717630964,8.33333333333e-05
-0.515577889447,143606.772951,0.3809266795,0.3809266795,8.33333333333e-05
-0.509547738693,153864.39959,0.408135728036,0.408135728036,8.33333333333e-05
-0.50351758794,164122.026229,0.435344776572,0.435344776572,8.33333333333e-05
-0.497487437186,174379.652869,0.462553825107,0.462553825107,8.33333333333e-05
-0.491457286432,184637.279508,0.489762873643,0.489762873643,8.33333333333e-05
-0.485427135678,194894.906147,0.516971922179,0.516971922179,8.33333333333e-05
-0.479396984925,205152.532787,0.544180970714,0.544180970714,8.33333333333e-05
-0.473366834171,215410.159426,0.57139001925,0.57139001925,8.33333333333e-05
-0.467336683417,225667.786066,0.598599067786,0.598599067786,8.33333333333e-05
-0.461306532663,235925.412705,0.625808116322,0.625808116322,8.33333333333e-05
-0.45527638191,246183.039344,0.653017164857,0.653017164857,8.33333333333e-05
-0.449246231156,256440.665984,0.680226213393,0.680226213393,8.33333333333e-05
-0.443216080402,266698.292623,0.707435261929,0.707435261929,8.33333333333e-05
-0.437185929648,276955.919262,0.734644310465,0.734644310465,8.33333333333e-05
-0.431155778894,287213.545902,0.761853359,0.761853359,8.33333333333e-05
-0.425125628141,297471.172541,0.789062407536,0.789062407536,8.33333333333e-05
-0.419095477387,307728.79918,0.816271456072,0.816271456072,8.33333333333e-05
-0.413065326633,317986.42582,0.843480504607,0.843480504607,8.33333333333e-05
-0.407035175879,328244.052459,0.870689553143,0.870689553143,8.33333333333e-05
-0.401005025126,338501.679098,0.897898601679,0.897898601679,8.33333333333e-05
-0.394974874372,331663.926157,0.917548993349,0.917548993349,8.33333333333e-05
-0.388944723618,321407.097299,0.935687653645,0.935687653645,8.33333333333e-05
-0.382914572864,311150.268442,0.953826313941,0.953826313941,8.33333333333e-05
-0.376884422111,300893.439584,0.971964974238,0.971964974238,8.33333333333e-05
-0.370854271357,290636.610727,0.990103634534,0.990103634534,8.33333333333e-05
-0.364824120603,280379.781869,1.00824229483,1.00824229483,8.33333333333e-05
-0.358793969849,270122.953012,1.02638095513,1.02638095513,8.33333333333e-05
-0.352763819095,259866.124154,1.04451961542,1.04451961542,8.33333333333e-05
-0.346733668342,249609.295297,1.06265827572,1.06265827572,8.33333333333e-05
-0.340703517588,239352.466439,1.08079693602,1.08079693602,8.33333333333e-05
-0.334673366834,229095.637582,1.09893559631,1.09893559631,8.33333333333e-05
-0.32864321608,218838.808724,1.11707425661,1.11707425661,8.33333333333e-05
-0.322613065327,208581.979867,1.13521291691,1.13521291691,8.33333333333e-05
-0.316582914573,198325.151009,1.1533515772,1.1533515772,8.33333333333e-05
-0.310552763819,188068.322152,1.1714902375,1.1714902375,8.33333333333e-05
-0.304522613065,177811.493294,1.1896288978,1.1896288978,8.33333333333e-05
